dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1870-09-01,5.718,1.045,Osorno,Chile,40.99S,72.43W
1870-10-01,6.9940000000000015,1.78,Osorno,Chile,40.99S,72.43W
1870-11-01,9.406,1.555,Osorno,Chile,40.99S,72.43W
1870-12-01,11.936,1.4409999999999998,Osorno,Chile,40.99S,72.43W
1871-01-01,12.938,1.571,Osorno,Chile,40.99S,72.43W
1871-02-01,12.72,2.018,Osorno,Chile,40.99S,72.43W
1871-03-01,10.56,1.44,Osorno,Chile,40.99S,72.43W
1871-04-01,6.7410000000000005,1.3869999999999998,Osorno,Chile,40.99S,72.43W
1871-05-01,5.307,0.884,Osorno,Chile,40.99S,72.43W
1871-06-01,3.1460000000000004,0.974,Osorno,Chile,40.99S,72.43W
1871-07-01,2.499,0.7929999999999999,Osorno,Chile,40.99S,72.43W
1871-08-01,2.9380000000000006,0.718,Osorno,Chile,40.99S,72.43W
1871-09-01,4.302,1.339,Osorno,Chile,40.99S,72.43W
1871-10-01,7.007999999999999,0.634,Osorno,Chile,40.99S,72.43W
1871-11-01,10.079,1.223,Osorno,Chile,40.99S,72.43W
1871-12-01,11.555,1.039,Osorno,Chile,40.99S,72.43W
1872-01-01,12.291,1.932,Osorno,Chile,40.99S,72.43W
1872-02-01,12.120999999999999,1.335,Osorno,Chile,40.99S,72.43W
1872-03-01,10.064,1.0759999999999998,Osorno,Chile,40.99S,72.43W
1872-04-01,7.184000000000001,1.6909999999999998,Osorno,Chile,40.99S,72.43W
1872-05-01,4.828,1.222,Osorno,Chile,40.99S,72.43W
1872-06-01,3.237,0.953,Osorno,Chile,40.99S,72.43W
1872-07-01,2.607,0.7809999999999999,Osorno,Chile,40.99S,72.43W
1872-08-01,3.474,0.91,Osorno,Chile,40.99S,72.43W
1872-09-01,4.769,0.6940000000000001,Osorno,Chile,40.99S,72.43W
1872-10-01,8.31,0.628,Osorno,Chile,40.99S,72.43W
1872-11-01,8.969,1.075,Osorno,Chile,40.99S,72.43W
1872-12-01,10.826,1.96,Osorno,Chile,40.99S,72.43W
1873-01-01,13.188,1.769,Osorno,Chile,40.99S,72.43W
1873-02-01,12.6,1.311,Osorno,Chile,40.99S,72.43W
1873-03-01,10.914,1.5519999999999998,Osorno,Chile,40.99S,72.43W
1873-04-01,9.413,4.392,Osorno,Chile,40.99S,72.43W
1873-05-01,6.242000000000001,1.889,Osorno,Chile,40.99S,72.43W
1873-06-01,3.6450000000000014,0.879,Osorno,Chile,40.99S,72.43W
1873-07-01,2.482,1.011,Osorno,Chile,40.99S,72.43W
1873-08-01,4.0939999999999985,1.189,Osorno,Chile,40.99S,72.43W
1873-09-01,5.5920000000000005,1.54,Osorno,Chile,40.99S,72.43W
1873-10-01,6.981,2.168,Osorno,Chile,40.99S,72.43W
1873-11-01,10.863,1.6909999999999998,Osorno,Chile,40.99S,72.43W
1873-12-01,11.225999999999999,3.019,Osorno,Chile,40.99S,72.43W
1874-01-01,14.318,2.087,Osorno,Chile,40.99S,72.43W
1874-02-01,13.703,1.554,Osorno,Chile,40.99S,72.43W
1874-03-01,9.647,1.405,Osorno,Chile,40.99S,72.43W
1874-04-01,7.4650000000000025,1.123,Osorno,Chile,40.99S,72.43W
1874-05-01,4.394,1.297,Osorno,Chile,40.99S,72.43W
1874-06-01,3.0460000000000003,1.258,Osorno,Chile,40.99S,72.43W
1874-07-01,3.1019999999999994,1.233,Osorno,Chile,40.99S,72.43W
1874-08-01,4.1450000000000005,1.0,Osorno,Chile,40.99S,72.43W
1874-09-01,5.034,0.835,Osorno,Chile,40.99S,72.43W
1874-10-01,7.31,1.189,Osorno,Chile,40.99S,72.43W
1874-11-01,10.287,1.586,Osorno,Chile,40.99S,72.43W
1874-12-01,13.072,1.915,Osorno,Chile,40.99S,72.43W
1875-01-01,13.805,1.749,Osorno,Chile,40.99S,72.43W
1875-02-01,13.461,1.103,Osorno,Chile,40.99S,72.43W
1875-03-01,10.272,1.063,Osorno,Chile,40.99S,72.43W
1875-04-01,7.351000000000001,0.762,Osorno,Chile,40.99S,72.43W
1875-05-01,5.231,0.8390000000000001,Osorno,Chile,40.99S,72.43W
1875-06-01,1.906,1.6130000000000002,Osorno,Chile,40.99S,72.43W
1875-07-01,2.8109999999999995,1.486,Osorno,Chile,40.99S,72.43W
1875-08-01,3.7510000000000003,1.117,Osorno,Chile,40.99S,72.43W
1875-09-01,5.751,0.88,Osorno,Chile,40.99S,72.43W
1875-10-01,7.3160000000000025,1.075,Osorno,Chile,40.99S,72.43W
1875-11-01,9.668,1.449,Osorno,Chile,40.99S,72.43W
1875-12-01,10.975,1.007,Osorno,Chile,40.99S,72.43W
1876-01-01,12.49,1.263,Osorno,Chile,40.99S,72.43W
1876-02-01,12.655,0.902,Osorno,Chile,40.99S,72.43W
1876-03-01,10.497,1.656,Osorno,Chile,40.99S,72.43W
1876-04-01,8.123000000000001,1.6030000000000002,Osorno,Chile,40.99S,72.43W
1876-05-01,6.063,1.25,Osorno,Chile,40.99S,72.43W
1876-06-01,3.725000000000001,1.214,Osorno,Chile,40.99S,72.43W
1876-07-01,4.0760000000000005,1.019,Osorno,Chile,40.99S,72.43W
1876-08-01,3.3400000000000003,1.46,Osorno,Chile,40.99S,72.43W
1876-09-01,6.25,0.992,Osorno,Chile,40.99S,72.43W
1876-10-01,7.0740000000000025,1.449,Osorno,Chile,40.99S,72.43W
1876-11-01,9.199,2.233,Osorno,Chile,40.99S,72.43W
1876-12-01,11.582,3.051,Osorno,Chile,40.99S,72.43W
1877-01-01,14.412,1.632,Osorno,Chile,40.99S,72.43W
1877-02-01,13.255999999999998,2.84,Osorno,Chile,40.99S,72.43W
1877-03-01,11.604000000000001,1.607,Osorno,Chile,40.99S,72.43W
1877-04-01,7.602,2.687,Osorno,Chile,40.99S,72.43W
1877-05-01,5.106,2.015,Osorno,Chile,40.99S,72.43W
1877-06-01,3.975000000000001,1.879,Osorno,Chile,40.99S,72.43W
1877-07-01,4.387,1.235,Osorno,Chile,40.99S,72.43W
1877-08-01,4.955,1.3769999999999998,Osorno,Chile,40.99S,72.43W
1877-09-01,5.8100000000000005,1.14,Osorno,Chile,40.99S,72.43W
1877-10-01,7.726,1.034,Osorno,Chile,40.99S,72.43W
1877-11-01,10.47,1.304,Osorno,Chile,40.99S,72.43W
1877-12-01,11.675999999999998,2.15,Osorno,Chile,40.99S,72.43W
1878-01-01,13.109000000000002,3.0780000000000003,Osorno,Chile,40.99S,72.43W
1878-02-01,12.92,1.454,Osorno,Chile,40.99S,72.43W
1878-03-01,11.018,1.574,Osorno,Chile,40.99S,72.43W
1878-04-01,7.549000000000001,1.663,Osorno,Chile,40.99S,72.43W
1878-05-01,5.6240000000000006,1.5490000000000002,Osorno,Chile,40.99S,72.43W
1878-06-01,3.769,1.986,Osorno,Chile,40.99S,72.43W
1878-07-01,4.034999999999998,1.519,Osorno,Chile,40.99S,72.43W
1878-08-01,4.1389999999999985,1.193,Osorno,Chile,40.99S,72.43W
1878-09-01,5.471,1.18,Osorno,Chile,40.99S,72.43W
1878-10-01,7.85,1.61,Osorno,Chile,40.99S,72.43W
1878-11-01,10.487,1.394,Osorno,Chile,40.99S,72.43W
1878-12-01,11.095999999999998,1.971,Osorno,Chile,40.99S,72.43W
1879-01-01,12.928,1.555,Osorno,Chile,40.99S,72.43W
1879-02-01,13.102,1.271,Osorno,Chile,40.99S,72.43W
1879-03-01,11.046,1.384,Osorno,Chile,40.99S,72.43W
1879-04-01,8.203000000000001,1.6980000000000002,Osorno,Chile,40.99S,72.43W
1879-05-01,5.785,1.38,Osorno,Chile,40.99S,72.43W
1879-06-01,3.857,1.453,Osorno,Chile,40.99S,72.43W
1879-07-01,4.084,1.554,Osorno,Chile,40.99S,72.43W
1879-08-01,4.205,1.244,Osorno,Chile,40.99S,72.43W
1879-09-01,6.377999999999999,2.472,Osorno,Chile,40.99S,72.43W
1879-10-01,8.07,1.307,Osorno,Chile,40.99S,72.43W
1879-11-01,10.389,1.17,Osorno,Chile,40.99S,72.43W
1879-12-01,11.621,2.056,Osorno,Chile,40.99S,72.43W
1880-01-01,12.647,1.624,Osorno,Chile,40.99S,72.43W
1880-02-01,12.342,1.064,Osorno,Chile,40.99S,72.43W
1880-03-01,10.522,1.371,Osorno,Chile,40.99S,72.43W
1880-04-01,7.628000000000001,1.379,Osorno,Chile,40.99S,72.43W
1880-05-01,5.9990000000000006,1.181,Osorno,Chile,40.99S,72.43W
1880-06-01,4.989000000000001,1.398,Osorno,Chile,40.99S,72.43W
1880-07-01,3.8289999999999997,1.096,Osorno,Chile,40.99S,72.43W
1880-08-01,4.254,1.404,Osorno,Chile,40.99S,72.43W
1880-09-01,5.4,1.443,Osorno,Chile,40.99S,72.43W
1880-10-01,7.57,1.319,Osorno,Chile,40.99S,72.43W
1880-11-01,10.41,2.089,Osorno,Chile,40.99S,72.43W
1880-12-01,12.198,1.117,Osorno,Chile,40.99S,72.43W
1881-01-01,12.995,1.268,Osorno,Chile,40.99S,72.43W
1881-02-01,13.145999999999999,1.2009999999999998,Osorno,Chile,40.99S,72.43W
1881-03-01,11.735,2.361,Osorno,Chile,40.99S,72.43W
1881-04-01,8.016,1.719,Osorno,Chile,40.99S,72.43W
1881-05-01,5.3020000000000005,1.157,Osorno,Chile,40.99S,72.43W
1881-06-01,2.918,1.245,Osorno,Chile,40.99S,72.43W
1881-07-01,3.1339999999999995,1.234,Osorno,Chile,40.99S,72.43W
1881-08-01,3.845,1.419,Osorno,Chile,40.99S,72.43W
1881-09-01,4.444,1.753,Osorno,Chile,40.99S,72.43W
1881-10-01,6.732,0.8140000000000001,Osorno,Chile,40.99S,72.43W
1881-11-01,9.5,1.374,Osorno,Chile,40.99S,72.43W
1881-12-01,11.815999999999999,1.7819999999999998,Osorno,Chile,40.99S,72.43W
1882-01-01,13.383,0.944,Osorno,Chile,40.99S,72.43W
1882-02-01,13.12,1.355,Osorno,Chile,40.99S,72.43W
1882-03-01,10.648,1.664,Osorno,Chile,40.99S,72.43W
1882-04-01,6.615000000000001,0.989,Osorno,Chile,40.99S,72.43W
1882-05-01,6.047999999999999,1.5490000000000002,Osorno,Chile,40.99S,72.43W
1882-06-01,3.431,1.307,Osorno,Chile,40.99S,72.43W
1882-07-01,3.755,1.608,Osorno,Chile,40.99S,72.43W
1882-08-01,3.716,1.023,Osorno,Chile,40.99S,72.43W
1882-09-01,6.542999999999998,1.5490000000000002,Osorno,Chile,40.99S,72.43W
1882-10-01,8.142000000000001,0.68,Osorno,Chile,40.99S,72.43W
1882-11-01,9.782,0.981,Osorno,Chile,40.99S,72.43W
1882-12-01,11.626,1.37,Osorno,Chile,40.99S,72.43W
1883-01-01,12.847,2.1180000000000003,Osorno,Chile,40.99S,72.43W
1883-02-01,12.083,1.682,Osorno,Chile,40.99S,72.43W
1883-03-01,9.987,1.733,Osorno,Chile,40.99S,72.43W
1883-04-01,8.295,1.082,Osorno,Chile,40.99S,72.43W
1883-05-01,4.572,3.57,Osorno,Chile,40.99S,72.43W
1883-06-01,3.2750000000000004,3.654,Osorno,Chile,40.99S,72.43W
1883-07-01,2.346,2.362,Osorno,Chile,40.99S,72.43W
1883-08-01,5.059,2.596,Osorno,Chile,40.99S,72.43W
1883-09-01,5.2700000000000005,1.029,Osorno,Chile,40.99S,72.43W
1883-10-01,7.735,1.722,Osorno,Chile,40.99S,72.43W
1883-11-01,9.655,1.605,Osorno,Chile,40.99S,72.43W
1883-12-01,12.214,1.946,Osorno,Chile,40.99S,72.43W
1884-01-01,14.351,1.318,Osorno,Chile,40.99S,72.43W
1884-02-01,12.374,1.098,Osorno,Chile,40.99S,72.43W
1884-03-01,8.825,2.145,Osorno,Chile,40.99S,72.43W
1884-04-01,7.5310000000000015,1.229,Osorno,Chile,40.99S,72.43W
1884-05-01,4.272,1.393,Osorno,Chile,40.99S,72.43W
1884-06-01,2.9480000000000004,2.207,Osorno,Chile,40.99S,72.43W
1884-07-01,3.141,2.442,Osorno,Chile,40.99S,72.43W
1884-08-01,3.892,0.818,Osorno,Chile,40.99S,72.43W
1884-09-01,5.246,1.18,Osorno,Chile,40.99S,72.43W
1884-10-01,7.735,1.367,Osorno,Chile,40.99S,72.43W
1884-11-01,9.69,0.942,Osorno,Chile,40.99S,72.43W
1884-12-01,11.587,1.276,Osorno,Chile,40.99S,72.43W
1885-01-01,12.28,1.546,Osorno,Chile,40.99S,72.43W
1885-02-01,10.515,3.837,Osorno,Chile,40.99S,72.43W
1885-03-01,10.649000000000001,1.03,Osorno,Chile,40.99S,72.43W
1885-04-01,5.682,1.245,Osorno,Chile,40.99S,72.43W
1885-05-01,4.623,0.952,Osorno,Chile,40.99S,72.43W
1885-06-01,3.157,1.173,Osorno,Chile,40.99S,72.43W
1885-07-01,2.425,0.984,Osorno,Chile,40.99S,72.43W
1885-08-01,3.812,1.187,Osorno,Chile,40.99S,72.43W
1885-09-01,6.356,1.278,Osorno,Chile,40.99S,72.43W
1885-10-01,7.459,1.058,Osorno,Chile,40.99S,72.43W
1885-11-01,9.571,1.575,Osorno,Chile,40.99S,72.43W
1885-12-01,11.207,2.085,Osorno,Chile,40.99S,72.43W
1886-01-01,12.502,1.337,Osorno,Chile,40.99S,72.43W
1886-02-01,12.023,1.463,Osorno,Chile,40.99S,72.43W
1886-03-01,10.63,2.619,Osorno,Chile,40.99S,72.43W
1886-04-01,7.588999999999999,0.55,Osorno,Chile,40.99S,72.43W
1886-05-01,5.7570000000000014,0.902,Osorno,Chile,40.99S,72.43W
1886-06-01,3.249000000000001,1.261,Osorno,Chile,40.99S,72.43W
1886-07-01,3.364,0.969,Osorno,Chile,40.99S,72.43W
1886-08-01,3.5490000000000004,0.949,Osorno,Chile,40.99S,72.43W
1886-09-01,5.039,0.687,Osorno,Chile,40.99S,72.43W
1886-10-01,7.52,0.8490000000000001,Osorno,Chile,40.99S,72.43W
1886-11-01,10.009,1.231,Osorno,Chile,40.99S,72.43W
1886-12-01,12.072,1.53,Osorno,Chile,40.99S,72.43W
1887-01-01,12.203,1.073,Osorno,Chile,40.99S,72.43W
1887-02-01,13.151,3.117,Osorno,Chile,40.99S,72.43W
1887-03-01,10.355,1.052,Osorno,Chile,40.99S,72.43W
1887-04-01,7.881000000000001,1.4280000000000002,Osorno,Chile,40.99S,72.43W
1887-05-01,6.269,2.151,Osorno,Chile,40.99S,72.43W
1887-06-01,3.2010000000000005,2.041,Osorno,Chile,40.99S,72.43W
1887-07-01,3.463,1.143,Osorno,Chile,40.99S,72.43W
1887-08-01,2.9840000000000004,3.027,Osorno,Chile,40.99S,72.43W
1887-09-01,4.569,2.257,Osorno,Chile,40.99S,72.43W
1887-10-01,6.9090000000000025,0.909,Osorno,Chile,40.99S,72.43W
1887-11-01,9.291,1.28,Osorno,Chile,40.99S,72.43W
1887-12-01,10.283,1.359,Osorno,Chile,40.99S,72.43W
1888-01-01,13.412,1.523,Osorno,Chile,40.99S,72.43W
1888-02-01,12.940999999999999,1.24,Osorno,Chile,40.99S,72.43W
1888-03-01,10.855,1.018,Osorno,Chile,40.99S,72.43W
1888-04-01,8.051,0.928,Osorno,Chile,40.99S,72.43W
1888-05-01,5.005,0.8590000000000001,Osorno,Chile,40.99S,72.43W
1888-06-01,3.083,2.05,Osorno,Chile,40.99S,72.43W
1888-07-01,3.944,1.08,Osorno,Chile,40.99S,72.43W
1888-08-01,4.315,0.941,Osorno,Chile,40.99S,72.43W
1888-09-01,5.7170000000000005,2.145,Osorno,Chile,40.99S,72.43W
1888-10-01,6.3930000000000025,1.318,Osorno,Chile,40.99S,72.43W
1888-11-01,9.46,1.515,Osorno,Chile,40.99S,72.43W
1888-12-01,11.714,0.8420000000000001,Osorno,Chile,40.99S,72.43W
1889-01-01,11.632,1.158,Osorno,Chile,40.99S,72.43W
1889-02-01,12.139,0.947,Osorno,Chile,40.99S,72.43W
1889-03-01,10.275,1.21,Osorno,Chile,40.99S,72.43W
1889-04-01,6.6910000000000025,1.032,Osorno,Chile,40.99S,72.43W
1889-05-01,5.5950000000000015,0.8690000000000001,Osorno,Chile,40.99S,72.43W
1889-06-01,4.351,1.004,Osorno,Chile,40.99S,72.43W
1889-07-01,2.7889999999999997,0.997,Osorno,Chile,40.99S,72.43W
1889-08-01,2.8870000000000005,1.038,Osorno,Chile,40.99S,72.43W
1889-09-01,5.058,0.826,Osorno,Chile,40.99S,72.43W
1889-10-01,7.564,1.013,Osorno,Chile,40.99S,72.43W
1889-11-01,8.266,1.848,Osorno,Chile,40.99S,72.43W
1889-12-01,10.53,1.4169999999999998,Osorno,Chile,40.99S,72.43W
1890-01-01,12.54,1.064,Osorno,Chile,40.99S,72.43W
1890-02-01,12.407,1.203,Osorno,Chile,40.99S,72.43W
1890-03-01,9.865,1.166,Osorno,Chile,40.99S,72.43W
1890-04-01,8.628,1.062,Osorno,Chile,40.99S,72.43W
1890-05-01,4.776,1.132,Osorno,Chile,40.99S,72.43W
1890-06-01,3.932,1.118,Osorno,Chile,40.99S,72.43W
1890-07-01,3.056,1.948,Osorno,Chile,40.99S,72.43W
1890-08-01,3.2890000000000006,1.047,Osorno,Chile,40.99S,72.43W
1890-09-01,4.978,1.294,Osorno,Chile,40.99S,72.43W
1890-10-01,7.794,0.993,Osorno,Chile,40.99S,72.43W
1890-11-01,10.744000000000002,1.004,Osorno,Chile,40.99S,72.43W
1890-12-01,12.281,1.099,Osorno,Chile,40.99S,72.43W
1891-01-01,12.328,1.208,Osorno,Chile,40.99S,72.43W
1891-02-01,12.665,2.052,Osorno,Chile,40.99S,72.43W
1891-03-01,10.942,0.963,Osorno,Chile,40.99S,72.43W
1891-04-01,8.075000000000001,1.765,Osorno,Chile,40.99S,72.43W
1891-05-01,5.806,1.555,Osorno,Chile,40.99S,72.43W
1891-06-01,4.2810000000000015,1.097,Osorno,Chile,40.99S,72.43W
1891-07-01,3.389,1.449,Osorno,Chile,40.99S,72.43W
1891-08-01,4.67,1.465,Osorno,Chile,40.99S,72.43W
1891-09-01,6.0710000000000015,1.996,Osorno,Chile,40.99S,72.43W
1891-10-01,6.292999999999998,1.234,Osorno,Chile,40.99S,72.43W
1891-11-01,10.047,1.0490000000000002,Osorno,Chile,40.99S,72.43W
1891-12-01,11.84,1.842,Osorno,Chile,40.99S,72.43W
1892-01-01,13.223,1.843,Osorno,Chile,40.99S,72.43W
1892-02-01,12.804,1.235,Osorno,Chile,40.99S,72.43W
1892-03-01,10.095,1.121,Osorno,Chile,40.99S,72.43W
1892-04-01,7.538000000000001,0.963,Osorno,Chile,40.99S,72.43W
1892-05-01,5.252999999999999,1.097,Osorno,Chile,40.99S,72.43W
1892-06-01,2.8030000000000004,0.989,Osorno,Chile,40.99S,72.43W
1892-07-01,3.603,1.337,Osorno,Chile,40.99S,72.43W
1892-08-01,3.5090000000000003,0.994,Osorno,Chile,40.99S,72.43W
1892-09-01,5.2639999999999985,0.922,Osorno,Chile,40.99S,72.43W
1892-10-01,7.2010000000000005,1.21,Osorno,Chile,40.99S,72.43W
1892-11-01,9.607,1.267,Osorno,Chile,40.99S,72.43W
1892-12-01,12.211,1.243,Osorno,Chile,40.99S,72.43W
1893-01-01,12.1,1.712,Osorno,Chile,40.99S,72.43W
1893-02-01,12.562,1.726,Osorno,Chile,40.99S,72.43W
1893-03-01,11.161,1.068,Osorno,Chile,40.99S,72.43W
1893-04-01,7.5580000000000025,0.919,Osorno,Chile,40.99S,72.43W
1893-05-01,4.99,0.955,Osorno,Chile,40.99S,72.43W
1893-06-01,3.181,1.633,Osorno,Chile,40.99S,72.43W
1893-07-01,4.292999999999998,1.151,Osorno,Chile,40.99S,72.43W
1893-08-01,3.785,1.198,Osorno,Chile,40.99S,72.43W
1893-09-01,5.744,1.3119999999999998,Osorno,Chile,40.99S,72.43W
1893-10-01,7.0150000000000015,1.088,Osorno,Chile,40.99S,72.43W
1893-11-01,10.684,1.727,Osorno,Chile,40.99S,72.43W
1893-12-01,11.992,1.308,Osorno,Chile,40.99S,72.43W
1894-01-01,12.833,1.337,Osorno,Chile,40.99S,72.43W
1894-02-01,13.315,0.987,Osorno,Chile,40.99S,72.43W
1894-03-01,10.827,1.382,Osorno,Chile,40.99S,72.43W
1894-04-01,8.135000000000002,1.4469999999999998,Osorno,Chile,40.99S,72.43W
1894-05-01,6.002000000000002,0.88,Osorno,Chile,40.99S,72.43W
1894-06-01,4.36,1.367,Osorno,Chile,40.99S,72.43W
1894-07-01,3.3569999999999998,1.134,Osorno,Chile,40.99S,72.43W
1894-08-01,3.5310000000000006,1.213,Osorno,Chile,40.99S,72.43W
1894-09-01,5.19,0.993,Osorno,Chile,40.99S,72.43W
1894-10-01,7.141,1.051,Osorno,Chile,40.99S,72.43W
1894-11-01,10.016,1.496,Osorno,Chile,40.99S,72.43W
1894-12-01,11.884,1.095,Osorno,Chile,40.99S,72.43W
1895-01-01,12.731,1.394,Osorno,Chile,40.99S,72.43W
1895-02-01,13.092,1.029,Osorno,Chile,40.99S,72.43W
1895-03-01,10.178,1.39,Osorno,Chile,40.99S,72.43W
1895-04-01,7.766000000000001,1.358,Osorno,Chile,40.99S,72.43W
1895-05-01,5.796,0.921,Osorno,Chile,40.99S,72.43W
1895-06-01,5.003,1.3769999999999998,Osorno,Chile,40.99S,72.43W
1895-07-01,4.279999999999999,0.883,Osorno,Chile,40.99S,72.43W
1895-08-01,4.356,0.923,Osorno,Chile,40.99S,72.43W
1895-09-01,5.8370000000000015,0.879,Osorno,Chile,40.99S,72.43W
1895-10-01,6.6770000000000005,0.778,Osorno,Chile,40.99S,72.43W
1895-11-01,10.16,1.217,Osorno,Chile,40.99S,72.43W
1895-12-01,11.302999999999999,0.999,Osorno,Chile,40.99S,72.43W
1896-01-01,13.48,1.082,Osorno,Chile,40.99S,72.43W
1896-02-01,13.503,0.984,Osorno,Chile,40.99S,72.43W
1896-03-01,10.834,0.8640000000000001,Osorno,Chile,40.99S,72.43W
1896-04-01,8.190000000000001,0.974,Osorno,Chile,40.99S,72.43W
1896-05-01,6.697,1.008,Osorno,Chile,40.99S,72.43W
1896-06-01,4.5790000000000015,2.4,Osorno,Chile,40.99S,72.43W
1896-07-01,5.5489999999999995,0.878,Osorno,Chile,40.99S,72.43W
1896-08-01,5.69,0.871,Osorno,Chile,40.99S,72.43W
1896-09-01,6.018,0.981,Osorno,Chile,40.99S,72.43W
1896-10-01,7.974,1.027,Osorno,Chile,40.99S,72.43W
1896-11-01,9.455,1.096,Osorno,Chile,40.99S,72.43W
1896-12-01,11.839,0.981,Osorno,Chile,40.99S,72.43W
1897-01-01,13.25,1.753,Osorno,Chile,40.99S,72.43W
1897-02-01,12.725999999999999,0.946,Osorno,Chile,40.99S,72.43W
1897-03-01,12.17,1.087,Osorno,Chile,40.99S,72.43W
1897-04-01,7.997000000000001,0.983,Osorno,Chile,40.99S,72.43W
1897-05-01,5.773,1.1840000000000002,Osorno,Chile,40.99S,72.43W
1897-06-01,4.222,1.254,Osorno,Chile,40.99S,72.43W
1897-07-01,3.026,1.806,Osorno,Chile,40.99S,72.43W
1897-08-01,3.434,0.979,Osorno,Chile,40.99S,72.43W
1897-09-01,5.687,1.193,Osorno,Chile,40.99S,72.43W
1897-10-01,7.7070000000000025,1.825,Osorno,Chile,40.99S,72.43W
1897-11-01,9.783,1.646,Osorno,Chile,40.99S,72.43W
1897-12-01,11.17,1.615,Osorno,Chile,40.99S,72.43W
1898-01-01,12.274000000000001,1.394,Osorno,Chile,40.99S,72.43W
1898-02-01,12.401,1.435,Osorno,Chile,40.99S,72.43W
1898-03-01,9.955,1.189,Osorno,Chile,40.99S,72.43W
1898-04-01,7.0390000000000015,0.942,Osorno,Chile,40.99S,72.43W
1898-05-01,5.5950000000000015,1.132,Osorno,Chile,40.99S,72.43W
1898-06-01,4.557,1.229,Osorno,Chile,40.99S,72.43W
1898-07-01,3.136,1.004,Osorno,Chile,40.99S,72.43W
1898-08-01,3.1610000000000005,1.349,Osorno,Chile,40.99S,72.43W
1898-09-01,5.4670000000000005,1.126,Osorno,Chile,40.99S,72.43W
1898-10-01,6.082999999999998,1.932,Osorno,Chile,40.99S,72.43W
1898-11-01,8.096,1.071,Osorno,Chile,40.99S,72.43W
1898-12-01,11.593,0.95,Osorno,Chile,40.99S,72.43W
1899-01-01,13.633,1.779,Osorno,Chile,40.99S,72.43W
1899-02-01,13.084,1.003,Osorno,Chile,40.99S,72.43W
1899-03-01,12.337,0.952,Osorno,Chile,40.99S,72.43W
1899-04-01,9.45,0.623,Osorno,Chile,40.99S,72.43W
1899-05-01,6.837999999999999,0.653,Osorno,Chile,40.99S,72.43W
1899-06-01,4.3980000000000015,0.688,Osorno,Chile,40.99S,72.43W
1899-07-01,4.686999999999999,0.674,Osorno,Chile,40.99S,72.43W
1899-08-01,3.8,0.767,Osorno,Chile,40.99S,72.43W
1899-09-01,5.607,1.369,Osorno,Chile,40.99S,72.43W
1899-10-01,6.61,0.8190000000000001,Osorno,Chile,40.99S,72.43W
1899-11-01,9.163,0.706,Osorno,Chile,40.99S,72.43W
1899-12-01,12.517999999999999,1.536,Osorno,Chile,40.99S,72.43W
1900-01-01,13.345999999999998,1.38,Osorno,Chile,40.99S,72.43W
1900-02-01,12.923,0.7959999999999999,Osorno,Chile,40.99S,72.43W
1900-03-01,11.086,0.561,Osorno,Chile,40.99S,72.43W
1900-04-01,8.721,0.517,Osorno,Chile,40.99S,72.43W
1900-05-01,6.397,0.386,Osorno,Chile,40.99S,72.43W
1900-06-01,5.025,0.8590000000000001,Osorno,Chile,40.99S,72.43W
1900-07-01,3.1069999999999998,0.8759999999999999,Osorno,Chile,40.99S,72.43W
1900-08-01,3.5120000000000005,0.731,Osorno,Chile,40.99S,72.43W
1900-09-01,5.6770000000000005,0.662,Osorno,Chile,40.99S,72.43W
1900-10-01,7.25,0.7829999999999999,Osorno,Chile,40.99S,72.43W
1900-11-01,9.73,0.568,Osorno,Chile,40.99S,72.43W
1900-12-01,11.97,0.762,Osorno,Chile,40.99S,72.43W
1901-01-01,14.748,0.8959999999999999,Osorno,Chile,40.99S,72.43W
1901-02-01,13.094,1.061,Osorno,Chile,40.99S,72.43W
1901-03-01,10.883,0.502,Osorno,Chile,40.99S,72.43W
1901-04-01,7.7810000000000015,0.93,Osorno,Chile,40.99S,72.43W
1901-05-01,6.0870000000000015,0.633,Osorno,Chile,40.99S,72.43W
1901-06-01,5.547999999999999,0.561,Osorno,Chile,40.99S,72.43W
1901-07-01,2.9219999999999997,0.614,Osorno,Chile,40.99S,72.43W
1901-08-01,4.386,0.551,Osorno,Chile,40.99S,72.43W
1901-09-01,5.829,0.644,Osorno,Chile,40.99S,72.43W
1901-10-01,8.06,0.438,Osorno,Chile,40.99S,72.43W
1901-11-01,10.572,0.8109999999999999,Osorno,Chile,40.99S,72.43W
1901-12-01,12.882,0.644,Osorno,Chile,40.99S,72.43W
1902-01-01,13.741,0.556,Osorno,Chile,40.99S,72.43W
1902-02-01,13.411,0.638,Osorno,Chile,40.99S,72.43W
1902-03-01,12.004,0.4920000000000001,Osorno,Chile,40.99S,72.43W
1902-04-01,8.677000000000001,0.64,Osorno,Chile,40.99S,72.43W
1902-05-01,6.5920000000000005,0.415,Osorno,Chile,40.99S,72.43W
1902-06-01,4.021,0.7659999999999999,Osorno,Chile,40.99S,72.43W
1902-07-01,1.4969999999999994,0.652,Osorno,Chile,40.99S,72.43W
1902-08-01,2.458,0.58,Osorno,Chile,40.99S,72.43W
1902-09-01,4.725,0.557,Osorno,Chile,40.99S,72.43W
1902-10-01,7.202000000000001,0.348,Osorno,Chile,40.99S,72.43W
1902-11-01,9.39,0.309,Osorno,Chile,40.99S,72.43W
